take/V_place/N-dobj
company/N_insurance/N-compound
give/V_detail/N-dobj
fall/V_love/N-nmod:in
degree/N_master/N-nmod:poss
season/N_regular/J-amod
film/N_feature/N-compound
score/V_point/N-dobj
be/V_point/N-nsubj
have/V_number/N-dobj
mollusk/N_marine/J-amod
have/V_daughter/N-dobj
season/N_second/J-amod
use/V_name/N-dobj
band/N_rock/N-compound
sector/N_voluntary/J-amod
award/N_academy/N-compound
way/N_new/J-amod
help/V_people/N-dobj
work/N_hard/J-amod
time/N_many/J-amod
take/V_control/N-dobj
take/V_lead/N-dobj
degree/N_bachelor/N-nmod:poss
live/V_people/N-nsubj
chief/N_staff/N-nmod:of
goal/N_field/N-compound
attend/V_meeting/N-dobj
year/N_new/N-compound
site/N_other/J-amod
group/N_ethnic/J-amod
peak/V_number/N-nmod:at
amount/N_large/J-amod
club/N_football/N-compound
award/N_music/N-compound
pool/N_swimming/N-compound
word/N_other/J-amod
woman/N_young/J-amod
lead/V_team/N-dobj
election/N_presidential/J-amod
time/N_last/J-amod
film/N_american/J-amod
year/N_school/N-compound
join/V_team/N-dobj
receive/V_degree/N-dobj
child/N_young/J-amod
have/V_record/N-dobj
give/V_birth/N-dobj
board/N_director/N-nmod:of
play/V_game/N-nmod:in
town/N_small/J-amod
name/N_domain/N-compound
place/N_second/J-amod
raise/V_fund/N-dobj
line/N_railway/N-compound
have/V_ability/N-dobj
war/N_american/N-compound
health/N_mental/J-amod
snail/N_sea/N-compound
service/N_other/J-amod
deliver/V_service/N-dobj
hold/V_election/N-dobj
range/N_service/N-nmod:of
award/N_year/N-compound
have/V_information/N-dobj
government/N_federal/J-amod
week/N_first/J-amod
use/V_people/N-nsubj
disease/N_heart/N-compound
range/N_full/J-amod
footballer/N_former/J-amod
access/N_information/N-nmod:to
village/N_district/N-nmod:in
chart/N_billboard/N-compound
offer/V_range/N-dobj
being/N_human/J-amod
state/N_member/N-compound
take/V_look/N-dobj
have/V_member/N-nsubj
area/N_local/J-amod
complete/V_form/N-dobj
part/N_important/J-amod
use/V_form/N-dobj
way/N_only/J-amod
service/N_support/N-compound
development/N_new/J-amod
end/N_war/N-nmod:of
have/V_time/N-nmod:at
festival/N_music/N-compound
hold/V_event/N-dobj
build/V_house/N-dobj
award/V_medal/N-dobj
member/N_group/N-nmod:of
area/N_total/J-amod
take/V_student/N-nsubj
transport/N_public/J-amod
have/V_householder/N-dobj
conference/N_annual/J-amod
make/V_payment/N-dobj
professional/N_health/N-compound
games/N_olympic/N-compound
include/V_information/N-dobj
die/V_age/N-nmod:at
want/V_people/N-nsubj
scheme/N_pension/N-compound
show/N_television/N-compound
attack/N_heart/N-compound
pay/V_attention/N-dobj
cause/V_damage/N-dobj
album/N_third/J-amod
win/V_seat/N-dobj
service/N_bus/N-compound
stage/N_key/J-amod
bear/V_january/N-nmod:tmod
show/N_tv/N-compound
course/N_golf/N-compound
service/N_local/J-amod
reach/V_number/N-dobj
be/V_household/N-nsubj
government/N_british/J-amod
be/V_question/N-nsubj
label/N_record/N-compound
finish/V_season/N-dobj
have/V_influence/N-dobj
do/V_anything/N-dobj
floor/N_ground/N-compound
group/N_community/N-compound
pressure/N_blood/N-compound
take/V_responsibility/N-dobj
have/V_rate/N-dobj
format/N_pdf/N-compound
step/N_first/J-amod
please/V_contact/N-dobj
weapon/N_nuclear/J-amod
s/N_url/N-compound
sign/V_deal/N-dobj
pay/V_fee/N-dobj
reduce/V_cost/N-dobj
minister/N_deputy/N-compound
number/N_telephone/N-compound
show/V_study/N-nsubj
bear/V_march/N-nmod:tmod
offer/V_support/N-dobj
serve/V_year/N-nmod:for
give/V_rise/N-dobj
win/V_match/N-dobj
have/V_history/N-dobj
earn/V_degree/N-dobj
play/V_season/N-dobj
film/N_drama/N-compound
make/V_choice/N-dobj
draw/V_attention/N-dobj
assessment/N_risk/N-compound
live/V_life/N-dobj
service/N_customer/N-compound
discuss/V_issue/N-dobj
reader/N_acrobat/N-compound
service/N_new/J-amod
home/N_new/J-amod
area/N_urban/J-amod
woman/N_first/J-amod
break/V_record/N-dobj
day/N_last/J-amod
source/N_other/J-amod
have/V_team/N-nsubj
make/V_attempt/N-dobj
idea/N_good/J-amod
top/N_page/N-nmod:of
sell/V_copy/N-dobj
form/N_other/J-amod
have/V_relationship/N-dobj
perform/V_song/N-dobj
programme/N_training/N-compound
have/V_plan/N-dobj
final/N_cup/N-compound
group/N_people/N-nmod:of
stage/N_early/J-amod
film/N_comedy/N-compound
member/N_former/J-amod
album/N_solo/N-compound
school/N_local/J-amod
kill/V_people/N-dobj
support/N_financial/J-amod
write/V_letter/N-dobj
role/N_key/J-amod
information/N_other/J-amod
have/V_system/N-dobj
ages/N_middle/N-compound
type/N_resource/N-compound
issue/N_key/J-amod
development/N_economic/J-amod
marry/V_couple/N-dobj
window/N_new/J-amod
serve/V_director/N-nmod:as
country/N_many/J-amod
write/V_article/N-dobj
be/V_nothing/N-nsubj
have/V_skill/N-dobj
list/N_mailing/N-compound
unit/N_housing/N-compound
have/V_nothing/N-dobj
championship/N_european/J-amod
living/N_someone/N-compound
use/V_datum/N-dobj
make/V_film/N-dobj
provide/V_guidance/N-dobj
way/N_many/J-amod
bear/V_september/N-nmod:tmod
offer/V_course/N-dobj
season/N_last/J-amod
public/N_general/J-amod
put/V_place/N-nmod:in
minister/N_prime/J-amod
group/N_local/J-amod
agent/N_free/J-amod
bear/V_may/N-nmod:tmod
olympics/N_winter/N-compound
bear/V_april/N-nmod:tmod
film/N_first/J-amod
make/V_application/N-dobj
station/N_power/N-compound
league/N_hockey/N-compound
seeker/N_asylum/N-compound
work/V_project/N-nmod:on
bear/V_august/N-nmod:tmod
use/V_tool/N-dobj
provide/V_site/N-nsubj
member/N_new/J-amod
record/N_world/N-compound
film/N_best/J-amod
reduce/V_risk/N-dobj
credit/N_tax/N-compound
provide/V_facility/N-dobj
force/N_task/N-compound
have/V_facility/N-dobj
elect/V_member/N-dobj
species/N_snail/N-nmod:of
minute/N_few/J-amod
award/N_film/N-compound
bear/V_july/N-nmod:tmod
give/V_time/N-dobj
company/N_other/J-amod
party/N_other/J-amod
cup/N_fa/N-compound
bear/V_october/N-nmod:tmod
company/N_private/J-amod
level/N_higher/J-amod
activity/N_other/J-amod
majority/N_vast/J-amod
service/N_social/J-amod
bear/V_february/N-nmod:tmod
general/N_attorney/N-compound
sign/V_agreement/N-dobj
system/N_information/N-compound
make/V_people/N-nsubj
firm/N_law/N-compound
link/N_site/N-nmod:to
product/N_new/J-amod
file/N_pdf/N-compound
bear/V_june/N-nmod:tmod
level/N_national/J-amod
number/N_total/J-amod
trial/N_clinical/J-amod
make/V_arrangement/N-dobj
album/N_new/J-amod
work/V_partnership/N-nmod:in
reader/N_adobe/N-compound
force/N_armed/J-amod
need/V_help/N-dobj
give/V_notice/N-dobj
award/N_best/J-amod
other/N_many/J-amod
pay/V_tax/N-dobj
development/N_professional/J-amod
technology/N_information/N-compound
round/N_draft/N-nmod:of
save/V_money/N-dobj
provide/V_link/N-dobj
include/V_work/N-nsubj
year/N_academic/J-amod
act/N_protection/N-compound
place/N_third/J-amod
click/V_link/N-nmod:on
century/N_nineteenth/J-amod
develop/V_strategy/N-dobj
publish/V_article/N-dobj
venture/N_joint/J-amod
source/N_information/N-nmod:of
country/N_european/J-amod
level/N_local/J-amod
provide/V_detail/N-dobj
income/N_median/J-amod
take/V_people/N-nsubj
force/N_police/N-compound
see/V_information/N-nmod:for
use/V_software/N-dobj
half/N_century/N-nmod:of
use/V_material/N-dobj
user/N_service/N-compound
provide/V_care/N-dobj
resident/N_local/J-amod
have/V_link/N-dobj
quality/N_high/J-amod
news/N_latest/J-amod
lose/V_round/N-nmod:in
school/N_private/J-amod
take/V_course/N-dobj
householder/N_female/J-amod
open/V_door/N-dobj
way/N_other/J-amod
experience/N_work/N-compound
develop/V_system/N-dobj
award/N_grammy/N-compound
serve/V_member/N-nmod:as
agency/N_other/J-amod
room/N_dining/N-compound
please/V_note/N-dobj
bear/V_december/N-nmod:tmod
book/N_first/J-amod
call/N_phone/N-compound
time/N_short/J-amod
student/N_school/N-compound
record/V_song/N-dobj
group/N_age/N-compound
take/V_event/N-nsubj
plant/N_power/N-compound
read/V_book/N-dobj
executive/N_scottish/N-compound
save/V_life/N-dobj
go/V_way/N-dobj
take/V_decision/N-dobj
interest/N_research/N-compound
be/V_role/N-nsubj
part/N_integral/J-amod
reach/V_chart/N-nmod:on
have/V_view/N-dobj
bear/V_november/N-nmod:tmod
work/N_other/J-amod
move/V_family/N-nsubj
have/V_capacity/N-dobj
have/V_group/N-nsubj
executive/N_chief/J-amod
career/N_professional/J-amod
have/V_range/N-dobj
bit/N_little/J-amod
area/N_large/J-amod
company/N_limited/J-amod
member/N_board/N-compound
science/N_computer/N-compound
century/N_twentieth/J-amod
station/N_police/N-compound
year/N_older/J-nmod:of
care/N_primary/J-amod
have/V_member/N-dobj
growth/N_economic/J-amod
have/V_control/N-dobj
population/N_total/J-amod
have/V_age/N-nmod:under
have/V_look/N-dobj
make/V_money/N-dobj
provide/V_solution/N-dobj
news/N_good/J-amod
have/V_village/N-nsubj
album/N_compilation/N-compound
art/N_fine/J-amod
carry_out/V_work/N-dobj
win/V_election/N-dobj
provide/V_assistance/N-dobj
suffer/V_injury/N-dobj
receive/V_nomination/N-dobj
department/N_government/N-compound
get/V_people/N-nsubj
send/V_letter/N-dobj
paper/N_white/N-compound
have/V_woman/N-nsubj
have/V_room/N-dobj
access/N_service/N-nmod:to
be/V_mission/N-nsubj
be/V_time/N-nsubj
village/N_small/J-amod
record/N_track/N-compound
age/N_living/N-nmod:of
education/N_secondary/J-amod
play/V_guitar/N-dobj
pursue/V_career/N-dobj
season/N_next/J-amod
provide/V_evidence/N-dobj
part/N_large/J-amod
review/N_more/J-amod
have/V_living/N-dobj
send/V_email/N-dobj
be/V_area/N-nsubj
game/N_season/N-nmod:of
have/V_office/N-dobj
be/V_issue/N-nsubj
floor/N_first/J-amod
account/N_bank/N-compound
reduce/V_number/N-dobj
return/V_home/N-dobj
conference/N_press/N-compound
release/V_version/N-dobj
tax/N_income/N-compound
range/N_broad/J-amod
find/V_study/N-nsubj
make/V_contact/N-dobj
compete/V_olympics/N-nmod:in
year/N_final/J-amod
mile/N_square/N-compound
make/V_claim/N-dobj
have/V_fun/N-dobj
have/V_choice/N-dobj
game/N_championship/N-compound
award/V_prize/N-dobj
footballer/N_australian/J-amod
school/N_elementary/J-amod
cause/V_problem/N-dobj
bachelor/N_degree/N-nmod:of
use/V_term/N-dobj
manager/N_project/N-compound
give/V_support/N-dobj
do/V_nothing/N-dobj
game/N_final/J-amod
make/V_mistake/N-dobj
law/N_international/J-amod
have/V_option/N-dobj
player/N_american/J-amod
sing/V_song/N-dobj
champion/N_world/N-compound
have/V_advantage/N-dobj
have/V_area/N-nsubj
release/V_film/N-dobj
have/V_question/N-dobj
system/N_computer/N-compound
player/N_first/J-amod
access/N_internet/N-compound
improve/V_service/N-dobj
provide/V_education/N-dobj
drive/N_hard/J-amod
area/N_subject/J-amod
be/V_plan/N-nsubj
have/V_something/N-dobj
brother/N_younger/J-amod
empire/N_british/J-amod
visit/V_website/N-dobj
encourage/V_people/N-dobj
case/N_many/J-amod
gain/V_experience/N-dobj
have/V_level/N-dobj
amount/N_time/N-nmod:of
join/V_force/N-dobj
serve/V_minister/N-nmod:as
take/V_wicket/N-dobj
come/V_people/N-nsubj
density/N_average/J-amod
householder/N_husband/N-nmod:with
insurance/N_car/N-compound
publish/V_report/N-dobj
go/V_school/N-nmod:to
football/N_college/N-compound
team/N_hockey/N-compound
express/V_concern/N-dobj
conduct/V_research/N-dobj
spend/V_year/N-dobj
appear/V_film/N-nmod:in
championship/N_national/J-amod
side/N_north/J-amod
see/V_detail/N-nmod:for
states/N_member/N-compound
space/N_open/J-amod
make/V_recommendation/N-dobj
coat/N_arm/N-nmod:of
player/N_basketball/N-compound
work/V_people/N-nmod:with
information/N_detailed/J-amod
gun/N_machine/N-compound
skill/N_communication/N-compound
announce/V_today/N-nmod:tmod
effect/N_side/J-amod
parish/N_civil/J-amod
be/V_idea/N-nsubj
gallery/N_art/N-compound
commune/N_department/N-nmod:in
meet/V_standard/N-dobj
play/V_midfielder/N-nmod:as
performance/N_best/J-amod
road/N_main/J-amod
have/V_team/N-dobj
have/V_value/N-dobj
come/V_force/N-nmod:into
peak/V_chart/N-nmod:on
language/N_other/J-amod
take/V_name/N-dobj
player/N_year/N-nmod:of
win/V_championships/N-nmod:at
be/V_family/N-nsubj
unit/N_density/N-nmod:at
station/N_television/N-compound
material/N_other/J-amod
think/V_people/N-nsubj
title/N_first/J-amod
event/N_other/J-amod
member/N_community/N-nmod:of
camera/N_digital/J-amod
have/V_person/N-nsubj
policy/N_foreign/J-amod
person/N_other/J-amod
artist/N_other/J-amod
award/N_national/N-compound
build/V_church/N-dobj
give/V_power/N-dobj
take/V_form/N-dobj
access/N_easy/J-amod
live/V_area/N-nmod:in
datum/N_personal/J-amod
company/N_production/N-compound
facility/N_new/J-amod
graduate/V_degree/N-nmod:with
education/N_further/J-amod
increase/V_number/N-dobj
day/N_early/J-amod
side/N_south/J-amod
plan/N_business/N-compound
rate/N_high/J-amod
worker/N_social/J-amod
density/N_population/N-compound
role/N_lead/J-amod
improve/V_performance/N-dobj
month/N_several/J-amod
know/V_people/N-nsubj
support/V_development/N-dobj
compete/V_olympics/N-nmod:at
end/N_century/N-nmod:of
member/N_team/N-compound
work/V_people/N-nsubj
compete/V_team/N-nsubj
actress/N_best/J-amod
get/V_job/N-dobj
side/N_east/J-amod
season/N_football/N-compound
spend/V_money/N-dobj
system/N_control/N-compound
cup/N_league/N-compound
do/V_people/N-nsubj
type/N_other/J-amod
win/V_tournament/N-dobj
game/N_league/N-compound
staff/N_academic/J-amod
make/V_statement/N-dobj
side/N_right/J-amod
warming/N_global/J-amod
text/N_full/J-amod
round/N_third/J-amod
team/N_senior/J-amod
time/N_history/N-nmod:in
seek/V_advice/N-dobj
level/N_highest/J-amod
have/V_name/N-dobj
contract/N_new/J-amod
rate/N_higher/J-amod
visit/V_site/N-dobj
group/N_support/N-compound
hold/V_record/N-dobj
time/N_much/J-amod
part/N_programme/N-nmod:of
have/V_success/N-dobj
footballer/N_rule/N-compound
body/N_other/J-amod
have/V_man/N-nsubj
have/V_site/N-nsubj
highway/N_state/N-compound
obtain/V_information/N-dobj
have/V_connection/N-dobj
forest/N_tropical/J-amod
receive/V_support/N-dobj
project/N_new/J-amod
government/N_central/J-amod
information/N_additional/J-amod
explorer/N_internet/N-compound
get/V_touch/N-nmod:in
interest/N_special/J-amod
council/N_local/J-amod
service/N_military/J-amod
member/N_staff/N-compound
album/N_best/J-amod
find/V_detail/N-dobj
browser/N_web/N-compound
meeting/N_first/J-amod
part/N_world/N-nmod:of
debut/V_number/N-nmod:at
son/N_eldest/J-amod
be/V_number/N-nsubj
have/V_patient/N-nsubj
provide/V_information/N-nmod:with
state/N_other/J-amod
line/N_main/J-amod
attend/V_student/N-nsubj
basis/N_regular/J-amod
value/N_money/N-nmod:for
servant/N_civil/J-amod
championship/N_team/N-compound
age/N_early/J-amod
use/V_model/N-dobj
score/V_run/N-dobj
director/N_executive/N-compound
appear/V_game/N-nmod:in
side/N_west/J-amod
series/N_drama/N-compound
idea/N_new/J-amod
win/V_competition/N-dobj
actor/N_best/J-amod
money/N_more/J-amod
offer/V_program/N-dobj
issue/N_other/J-amod
hold/V_year/N-nmod:tmod
see/V_page/N-dobj
s/N_author/N-compound
provision/N_service/N-nmod:of
have/V_support/N-dobj
dioxide/N_carbon/N-compound
fiction/N_science/N-compound
have/V_degree/N-dobj
community/N_unincorporated/J-amod
know/V_work/N-nmod:for
character/N_main/J-amod
serve/V_term/N-dobj
use/V_power/N-dobj
cover/V_cost/N-dobj
include/V_example/N-nsubj
chart/N_album/N-compound
average/V_point/N-dobj
contest/N_song/N-compound
testament/N_new/N-compound
supply/N_water/N-compound
period/N_long/J-amod
year/N_third/J-amod
version/N_song/N-nmod:of
award/N_annual/J-amod
live/V_year/N-nmod:for
include/V_area/N-nsubj
take/V_opportunity/N-dobj
size/N_household/N-compound
agency/N_government/N-compound
reach/V_agreement/N-dobj
achieve/V_goal/N-dobj
science/N_social/J-amod
part/N_process/N-nmod:of
review/N_critic/N-nmod:from
building/N_historic/J-amod
commit/V_suicide/N-dobj
album/N_live/J-amod
be/V_census/N-nmod:as_of
design/N_web/N-compound
use/V_facility/N-dobj
come/V_end/N-nmod:to
use/V_language/N-dobj
office/N_box/N-compound
service/N_care/N-compound
spend/V_season/N-dobj
raise/V_issue/N-dobj
part/N_project/N-nmod:of
issue/N_health/N-compound
month/N_first/J-amod
size/N_family/N-compound
resource/N_natural/J-amod
way/N_long/J-amod
release/V_song/N-dobj
problem/N_mental/J-amod
collect/V_information/N-dobj
have/V_school/N-dobj
record/N_new/J-amod
area/N_many/J-amod
cancer/N_breast/N-compound
application/N_planning/N-compound
address/N_ip/N-compound
amount/N_small/J-amod
appearance/N_guest/N-compound
species/N_beetle/N-nmod:of
friend/N_close/J-amod
team/N_baseball/N-compound
species/N_other/J-amod
version/N_new/J-amod
factor/N_other/J-amod
allow/V_student/N-dobj
matter/N_subject/J-amod
service/N_passenger/N-compound
advice/N_legal/J-amod
attract/V_attention/N-dobj
health/N_public/J-amod
issue/N_social/J-amod
number/N_phone/N-compound
group/N_different/J-amod
hour/N_day/N-nmod:npmod
championships/N_european/J-amod
policy/N_government/N-compound
song/N_new/J-amod
spirit/N_holy/N-compound
area/N_key/J-amod
church/N_parish/N-compound
division/N_second/J-amod
use/N_technology/N-nmod:of
use/V_word/N-dobj
body/N_public/J-amod
include/V_work/N-dobj
hot/N_billboard/N-compound
coach/N_football/N-compound
insurance/N_auto/N-compound
game/N_last/J-amod
develop/V_plan/N-dobj
announce/V_plan/N-dobj
have/V_town/N-nsubj
have/V_rights/N-dobj
develop/V_understanding/N-dobj
take/V_role/N-dobj
award/N_emmy/N-compound
policy/N_privacy/N-compound
employ/V_people/N-dobj
allow/V_access/N-dobj
agent/N_estate/N-compound
area/N_metropolitan/J-amod
product/N_other/J-amod
compare/V_price/N-dobj
violence/N_domestic/J-amod
part/N_system/N-nmod:of
estate/N_real/J-amod
plan/N_development/N-compound
make/V_order/N-dobj
thing/N_such/J-amod
man/N_old/J-amod
date/N_closing/N-compound
have/V_film/N-nsubj
music/N_classical/J-amod
have/V_duty/N-dobj
have/V_household/N-nmod:out_of
performance/N_live/J-amod
have/V_city/N-nsubj
operate/V_service/N-dobj
be/V_opportunity/N-nsubj
show/V_research/N-nsubj
release/V_video/N-dobj
amount/N_money/N-nmod:of
city/N_other/J-amod
hold/V_office/N-dobj
people/N_disability/N-nmod:with
tax/N_council/N-compound
coach/N_assistant/J-amod
represent/V_district/N-dobj
provide/V_resource/N-dobj
team/N_cricket/N-compound
say/V_people/N-nsubj
player/N_other/J-amod
